"","AUL.pal","CAL.cor","CAL.str","CAM.ste","DIC.bon","DIC.fus","DIC.pol","DIC.sco","DIC.und","DRE.exa","DRE.flu","HYL.spl","LIM.rev","LOE.bad","PLE.sch","POH.nut","POL.com","POL.jun","PTL.cri","SAN.unc","SCO.sco","TOM.nit","SPH.ann","SPH.bal","SPH.cap","SPH.cen","SPH.com","SPH.con","SPH.cus","SPH.fal","SPH.fus","SPH.gir","SPH.lin","SPH.mag","SPH.maj","SPH.pap","SPH.pla","SPH.pul","SPH.rip","SPH.rub","SPH.rus","SPH.squ","SPH.sub","SPH.subf","SPH.ten","SPH.ter","SPH.war","SPH.wul"
"2919",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0
"2920",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,0,0,88,0,0,0,0,0,0,0,0
"2921",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,0,38,0,0,0,0,0,0,0,0
"2922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,1,15,0,3,0,0,0,0,0,0,0,0
"2923",3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,63,0,0,0,1,0,15,0,1,0,1,1,0,1,0,0,0,0,0
"2924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,0,3,0,0,0,0,0,0,0,0
"2925",1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,3,1,0,0,1,0,1,0,15,0,15,0,0,0,0,0,0,0,0
"2926",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2927",15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,15,3,0,0,38,0,0,0,0,0,0,15,0,0,0,0,0,3,0
"2928",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,63,0,15,0,0,0,0,0,0,1,0
"2929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2930",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0
"2931",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2932",0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0
"2933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
"2934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2935",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,15,15,0,0,0,0,38,0,0,0,0,0,0,0,0
"2937",0,0,1,0,0,0,0,1,1,38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,1,0,0,1,0,0,3,3,0,1,1,0,1,0,0,0,1,0
"2938",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,3,0
"2939",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,63,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0
"2940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,63,0,0,0,3,0,15,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"2941",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,15,0,3,1,15,0,0,38,0,3,0,0,0,0,0,0,0,0
"2942",0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,15,0,1,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0
"2943",0,0,63,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0
"2944",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,3,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0
"2945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,63,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,38,0,0,1,15,0,0,15,0,0,0,0,0,0,0,0,0,0
"2947",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,15,1,0,63,0,3,0,0,0,0,0,0,0,0
"2948",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,1,0
"2949",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,3,0,0,0,3,0,0,15,0,0,1,0,0,0,0,0,0,0
"2950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,1,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0
"2951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"2956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,0,1,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0
"2957",3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,1,0,0,1,38,0,0,0,0
"2960",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0
"2961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962",0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2964",3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0
"2965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2966",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2967",3,0,1,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,63,0,0,0,0,0,0,0
"2969",0,0,0,15,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,38,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"2971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,3,15,0,0,3,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"2972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"2973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,63,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,38,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,15,0
"2976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,88,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2978",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,15,3,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,38,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983",0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"2984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2985",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2986",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2987",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2989",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0
"2990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,3,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2991",0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,15,38,0,0,15,0,0,0,15,0,0,38,0,0,0,0,0,0,0
"2993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,0
"2994",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"2995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,15,0,0,3,0,0,0,15,0,0,0,0,0,15,0,0,0,0
"2996",3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,15,0,0,3,0,0,0,0,0
"2997",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"2998",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"2999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"3000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,63,0,0,0,0,3,0,0,0,0,0,0,0,0
"3001",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"3002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
"3003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0
"3004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,1,0,0,0,0,0,0,0,0,0,0,88,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3007",0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3009",0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3010",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3011",0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,15,0,0,0,0,15,0,1,0,15,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3012",3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,38,1,0,0,0,1,0,0
"3013",0,0,0,0,0,0,1,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,38,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3014",0,0,0,0,0,3,3,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3015",0,0,0,0,0,1,3,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3018",1,0,0,0,0,1,3,0,0,0,0,15,0,0,38,0,0,1,3,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0
"3019",0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,15,0,0,0,0,1,38,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3020",0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3021",0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3022",0,0,0,0,0,1,0,0,1,0,0,0,0,0,63,1,1,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0
"3024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3025",0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,63,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3027",0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3031",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3034",0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,63,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3036",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,63,0,15,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3037",0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
"3046",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,0,0,0,63,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"3047",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,38,1,38,0,0,15,0,0,0,0,0,0,0,0,1,0
"3048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,15,0,0,1,38,0,0,38,0,3,0,0,0,0,0,0,0,0
"3049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"3050",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
"3051",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,3,0,0,0,1,0,0,0,38,0,3,0,0,0,0,0,0,0,0
"3052",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,38,0,0,0,0,15,0,0,38,0,3,0,0,0,0,0,0,0,0
"3053",0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,38,0,0,0,0,15,38,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"3054",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,1,15,0,0,0,0,3,0,0,0,0,0,0,0,0
"3055",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,3,3,0,0,15,0,15,0,0,0,0,0,0,0,0
"3056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3057",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"3058",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,3,38,0,0,3,0,0,0,1,0,15,0,0,0,0,0,0,0,0
"3059",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,1,38,0,0,0,0,3,0,0,0,0,0,0,0,0
"3060",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,38,0,3,0,0,0,0,0,0,0,0
"3064",3,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0
"3066",3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,15,15,3,3,0,0,0,0,0,0
"3073",0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3074",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,0,0,0,0,1,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3075",0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3076",0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"3077",0,0,0,0,0,3,1,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"3078",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
